#node	identifier	category	term ID	term description
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031982	Vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0031983	Vesicle lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0032991	Protein-containing complex
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0034774	Secretory granule lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0036454	Growth factor complex
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043226	Organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043229	Intracellular organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043230	Extracellular organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0043233	Organelle lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0044214	Spanning component of plasma membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0045334	Clathrin-coated endocytic vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0060205	Cytoplasmic vesicle lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0070062	Extracellular exosome
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0071944	Cell periphery
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0089717	Spanning component of membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0097708	Intracellular vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0098852	Lytic vacuole membrane
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0099503	Secretory vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:1903561	Extracellular vesicle
EGF	9606.ENSP00000265171	COMPARTMENTS	GOCC:1990265	Platelet-derived growth factor complex
EGF	9606.ENSP00000265171	Monarch	EFO:0004298	Cardiovascular measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004302	Anthropometric measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004306	Erythrocyte indices
EGF	9606.ENSP00000265171	Monarch	EFO:0004308	Leukocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0004309	Platelet count
EGF	9606.ENSP00000265171	Monarch	EFO:0004311	Heart function measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004324	Body weights and measures
EGF	9606.ENSP00000265171	Monarch	EFO:0004468	Glucose measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004503	Hematological measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004509	Hemoglobin measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004526	Mean corpuscular volume
EGF	9606.ENSP00000265171	Monarch	EFO:0004528	Mean corpuscular hemoglobin concentration
EGF	9606.ENSP00000265171	Monarch	EFO:0004541	HbA1c measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004555	Glycoprotein measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004556	Antibody measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004565	Serum IgG measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004568	Serum non-albumin protein measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004586	Complete blood cell count
EGF	9606.ENSP00000265171	Monarch	EFO:0004587	Lymphocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0004747	Protein measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0004833	Neutrophil count
EGF	9606.ENSP00000265171	Monarch	EFO:0005036	Platelet measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0005047	Erythrocyte measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0005091	Monocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0005128	Albumin:globulin ratio measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0005193	Serum IgG glycosylation measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0005278	Cardiovascular disease biomarker measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0006842	Diabetes mellitus biomarker
EGF	9606.ENSP00000265171	Monarch	EFO:0006843	Infectious disease biomarker
EGF	9606.ENSP00000265171	Monarch	EFO:0007937	Blood protein measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0007984	Platelet component distribution width
EGF	9606.ENSP00000265171	Monarch	EFO:0007985	Platelet crit
EGF	9606.ENSP00000265171	Monarch	EFO:0007986	Reticulocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0007987	Granulocyte count
EGF	9606.ENSP00000265171	Monarch	EFO:0007988	Myeloid white cell count
EGF	9606.ENSP00000265171	Monarch	EFO:0007989	Monocyte percentage of leukocytes
EGF	9606.ENSP00000265171	Monarch	EFO:0007990	Neutrophil percentage of leukocytes
EGF	9606.ENSP00000265171	Monarch	EFO:0010700	Reticulocyte measurement
EGF	9606.ENSP00000265171	Monarch	EFO:0010947	Epidermal growth factor measurement
EGF	9606.ENSP00000265171	Monarch	HP:0000079	Abnormality of the urinary system
EGF	9606.ENSP00000265171	Monarch	HP:0000118	Phenotypic abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0000119	Abnormality of the genitourinary system
EGF	9606.ENSP00000265171	Monarch	HP:0000152	Abnormality of head or neck
EGF	9606.ENSP00000265171	Monarch	HP:0000234	Abnormality of the head
EGF	9606.ENSP00000265171	Monarch	HP:0000240	Abnormality of skull size
EGF	9606.ENSP00000265171	Monarch	HP:0000252	Microcephaly
EGF	9606.ENSP00000265171	Monarch	HP:0000598	Abnormality of the ear
EGF	9606.ENSP00000265171	Monarch	HP:0000707	Abnormality of the nervous system
EGF	9606.ENSP00000265171	Monarch	HP:0000708	Behavioral abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0000729	Autistic behavior
EGF	9606.ENSP00000265171	Monarch	HP:0000924	Abnormality of the skeletal system
EGF	9606.ENSP00000265171	Monarch	HP:0000929	Abnormal skull morphology
EGF	9606.ENSP00000265171	Monarch	HP:0001249	Intellectual disability
EGF	9606.ENSP00000265171	Monarch	HP:0001250	Seizure
EGF	9606.ENSP00000265171	Monarch	HP:0001263	Global developmental delay
EGF	9606.ENSP00000265171	Monarch	HP:0001324	Muscle weakness
EGF	9606.ENSP00000265171	Monarch	HP:0001347	Hyperreflexia
EGF	9606.ENSP00000265171	Monarch	HP:0001507	Growth abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0001513	Obesity
EGF	9606.ENSP00000265171	Monarch	HP:0001751	Vestibular dysfunction
EGF	9606.ENSP00000265171	Monarch	HP:0001939	Abnormality of metabolism/homeostasis
EGF	9606.ENSP00000265171	Monarch	HP:0002011	Morphological central nervous system abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0002060	Abnormal cerebral morphology
EGF	9606.ENSP00000265171	Monarch	HP:0002118	Abnormal cerebral ventricle morphology
EGF	9606.ENSP00000265171	Monarch	HP:0002119	Ventriculomegaly
EGF	9606.ENSP00000265171	Monarch	HP:0002167	Neurological speech impairment
EGF	9606.ENSP00000265171	Monarch	HP:0002315	Headache
EGF	9606.ENSP00000265171	Monarch	HP:0002321	Vertigo
EGF	9606.ENSP00000265171	Monarch	HP:0002342	Intellectual disability, moderate
EGF	9606.ENSP00000265171	Monarch	HP:0002465	Poor speech
EGF	9606.ENSP00000265171	Monarch	HP:0002917	Hypomagnesemia
EGF	9606.ENSP00000265171	Monarch	HP:0002977	Aplasia/Hypoplasia involving the central nervous system
EGF	9606.ENSP00000265171	Monarch	HP:0003011	Abnormality of the musculature
EGF	9606.ENSP00000265171	Monarch	HP:0003110	Abnormality of urine homeostasis
EGF	9606.ENSP00000265171	Monarch	HP:0003111	Abnormal blood ion concentration
EGF	9606.ENSP00000265171	Monarch	HP:0003324	Generalized muscle weakness
EGF	9606.ENSP00000265171	Monarch	HP:0004323	Abnormality of body weight
EGF	9606.ENSP00000265171	Monarch	HP:0004324	Increased body weight
EGF	9606.ENSP00000265171	Monarch	HP:0004921	Abnormal magnesium concentration
EGF	9606.ENSP00000265171	Monarch	HP:0006801	Hyperactive deep tendon reflexes
EGF	9606.ENSP00000265171	Monarch	HP:0007364	Aplasia/Hypoplasia of the cerebrum
EGF	9606.ENSP00000265171	Monarch	HP:0009121	Abnormal axial skeleton morphology
EGF	9606.ENSP00000265171	Monarch	HP:0010927	Abnormal blood inorganic cation concentration
EGF	9606.ENSP00000265171	Monarch	HP:0010929	Abnormal blood cation concentration
EGF	9606.ENSP00000265171	Monarch	HP:0011277	Abnormality of the urinary system physiology
EGF	9606.ENSP00000265171	Monarch	HP:0011343	Moderate global developmental delay
EGF	9606.ENSP00000265171	Monarch	HP:0011389	Functional abnormality of the inner ear
EGF	9606.ENSP00000265171	Monarch	HP:0011446	Abnormality of higher mental function
EGF	9606.ENSP00000265171	Monarch	HP:0011804	Abnormal muscle physiology
EGF	9606.ENSP00000265171	Monarch	HP:0011842	Abnormal skeletal morphology
EGF	9606.ENSP00000265171	Monarch	HP:0012443	Abnormality of brain morphology
EGF	9606.ENSP00000265171	Monarch	HP:0012447	Abnormal myelination
EGF	9606.ENSP00000265171	Monarch	HP:0012591	Abnormal urinary electrolyte concentration
EGF	9606.ENSP00000265171	Monarch	HP:0012607	Abnormal urine magnesium concentration
EGF	9606.ENSP00000265171	Monarch	HP:0012608	Hypermagnesiuria
EGF	9606.ENSP00000265171	Monarch	HP:0012638	Abnormal nervous system physiology
EGF	9606.ENSP00000265171	Monarch	HP:0012639	Abnormal nervous system morphology
EGF	9606.ENSP00000265171	Monarch	HP:0012758	Neurodevelopmental delay
EGF	9606.ENSP00000265171	Monarch	HP:0012759	Neurodevelopmental abnormality
EGF	9606.ENSP00000265171	Monarch	HP:0031704	Abnormal ear physiology
EGF	9606.ENSP00000265171	Monarch	HP:0031826	Abnormal reflex
EGF	9606.ENSP00000265171	Monarch	HP:0032180	Abnormal circulating metabolite concentration
EGF	9606.ENSP00000265171	Monarch	HP:0033127	Abnormality of the musculoskeletal system
EGF	9606.ENSP00000265171	Monarch	HP:0040195	Decreased head circumference
EGF	9606.ENSP00000265171	Monarch	HP:0100022	Abnormality of movement
EGF	9606.ENSP00000265171	Monarch	HP:0100543	Cognitive impairment
EGF	9606.ENSP00000265171	Monarch	HP:0100547	Abnormal forebrain morphology
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0025	Alternative splicing
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0245	EGF-like domain
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0325	Glycoprotein
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0339	Growth factor
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0472	Membrane
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0677	Repeat
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0732	Signal
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0812	Transmembrane
EGF	9606.ENSP00000265171	UniProt Keywords	KW-0982	Primary hypomagnesemia
EGF	9606.ENSP00000265171	UniProt Keywords	KW-1015	Disulfide bond
EGF	9606.ENSP00000265171	UniProt Keywords	KW-1133	Transmembrane helix
EGF	9606.ENSP00000265171	InterPro	IPR000033	LDLR class B repeat
EGF	9606.ENSP00000265171	InterPro	IPR000152	EGF-type aspartate/asparagine hydroxylation site
EGF	9606.ENSP00000265171	InterPro	IPR000742	EGF-like domain
EGF	9606.ENSP00000265171	InterPro	IPR001881	EGF-like calcium-binding domain
EGF	9606.ENSP00000265171	InterPro	IPR009030	Growth factor receptor cysteine-rich domain superfamily
EGF	9606.ENSP00000265171	InterPro	IPR011042	Six-bladed beta-propeller, TolB-like
EGF	9606.ENSP00000265171	InterPro	IPR016317	Pro-epidermal growth factor
EGF	9606.ENSP00000265171	InterPro	IPR018097	EGF-like calcium-binding, conserved site
EGF	9606.ENSP00000265171	SMART	SM00001	EGF domain, unclasssified subfamily
EGF	9606.ENSP00000265171	SMART	SM00135	Low-density lipoprotein-receptor YWTD domain
EGF	9606.ENSP00000265171	SMART	SM00179	Calcium-binding EGF-like domain
EGF	9606.ENSP00000265171	SMART	SM00181	Epidermal growth factor-like domain.
EGFR	9606.ENSP00000275493	GO Process	GO:0000003	Reproduction
EGFR	9606.ENSP00000275493	GO Process	GO:0000079	Regulation of cyclin-dependent protein serine/threonine kinase activity
EGFR	9606.ENSP00000275493	GO Process	GO:0000165	MAPK cascade
EGFR	9606.ENSP00000275493	GO Process	GO:0000302	Response to reactive oxygen species
EGFR	9606.ENSP00000275493	GO Process	GO:0000902	Cell morphogenesis
EGFR	9606.ENSP00000275493	GO Process	GO:0001101	Response to acid chemical
EGFR	9606.ENSP00000275493	GO Process	GO:0001503	Ossification
EGFR	9606.ENSP00000275493	GO Process	GO:0001558	Regulation of cell growth
EGFR	9606.ENSP00000275493	GO Process	GO:0001654	Eye development
EGFR	9606.ENSP00000275493	GO Process	GO:0001701	In utero embryonic development
EGFR	9606.ENSP00000275493	GO Process	GO:0001890	Placenta development
EGFR	9606.ENSP00000275493	GO Process	GO:0001892	Embryonic placenta development
EGFR	9606.ENSP00000275493	GO Process	GO:0001932	Regulation of protein phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0001934	Positive regulation of protein phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0001942	Hair follicle development
EGFR	9606.ENSP00000275493	GO Process	GO:0002009	Morphogenesis of an epithelium
EGFR	9606.ENSP00000275493	GO Process	GO:0003006	Developmental process involved in reproduction
EGFR	9606.ENSP00000275493	GO Process	GO:0003008	System process
EGFR	9606.ENSP00000275493	GO Process	GO:0006275	Regulation of DNA replication
EGFR	9606.ENSP00000275493	GO Process	GO:0006282	Regulation of DNA repair
EGFR	9606.ENSP00000275493	GO Process	GO:0006355	Regulation of transcription, DNA-templated
EGFR	9606.ENSP00000275493	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
EGFR	9606.ENSP00000275493	GO Process	GO:0006468	Protein phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0006793	Phosphorus metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0006796	Phosphate-containing compound metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0006807	Nitrogen compound metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0006810	Transport
EGFR	9606.ENSP00000275493	GO Process	GO:0006897	Endocytosis
EGFR	9606.ENSP00000275493	GO Process	GO:0006898	Receptor-mediated endocytosis
EGFR	9606.ENSP00000275493	GO Process	GO:0006950	Response to stress
EGFR	9606.ENSP00000275493	GO Process	GO:0006979	Response to oxidative stress
EGFR	9606.ENSP00000275493	GO Process	GO:0007154	Cell communication
EGFR	9606.ENSP00000275493	GO Process	GO:0007155	Cell adhesion
EGFR	9606.ENSP00000275493	GO Process	GO:0007165	Signal transduction
EGFR	9606.ENSP00000275493	GO Process	GO:0007166	Cell surface receptor signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0007167	Enzyme-linked receptor protein signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0007169	Transmembrane receptor protein tyrosine kinase signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0007171	Activation of transmembrane receptor protein tyrosine kinase activity
EGFR	9606.ENSP00000275493	GO Process	GO:0007173	Epidermal growth factor receptor signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0007202	Activation of phospholipase C activity
EGFR	9606.ENSP00000275493	GO Process	GO:0007275	Multicellular organism development
EGFR	9606.ENSP00000275493	GO Process	GO:0007346	Regulation of mitotic cell cycle
EGFR	9606.ENSP00000275493	GO Process	GO:0007399	Nervous system development
EGFR	9606.ENSP00000275493	GO Process	GO:0007417	Central nervous system development
EGFR	9606.ENSP00000275493	GO Process	GO:0007420	Brain development
EGFR	9606.ENSP00000275493	GO Process	GO:0007423	Sensory organ development
EGFR	9606.ENSP00000275493	GO Process	GO:0007431	Salivary gland development
EGFR	9606.ENSP00000275493	GO Process	GO:0007435	Salivary gland morphogenesis
EGFR	9606.ENSP00000275493	GO Process	GO:0007610	Behavior
EGFR	9606.ENSP00000275493	GO Process	GO:0007611	Learning or memory
EGFR	9606.ENSP00000275493	GO Process	GO:0008104	Protein localization
EGFR	9606.ENSP00000275493	GO Process	GO:0008152	Metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0008283	Cell population proliferation
EGFR	9606.ENSP00000275493	GO Process	GO:0008284	Positive regulation of cell population proliferation
EGFR	9606.ENSP00000275493	GO Process	GO:0008544	Epidermis development
EGFR	9606.ENSP00000275493	GO Process	GO:0009314	Response to radiation
EGFR	9606.ENSP00000275493	GO Process	GO:0009411	Response to UV
EGFR	9606.ENSP00000275493	GO Process	GO:0009416	Response to light stimulus
EGFR	9606.ENSP00000275493	GO Process	GO:0009628	Response to abiotic stimulus
EGFR	9606.ENSP00000275493	GO Process	GO:0009653	Anatomical structure morphogenesis
EGFR	9606.ENSP00000275493	GO Process	GO:0009719	Response to endogenous stimulus
EGFR	9606.ENSP00000275493	GO Process	GO:0009790	Embryo development
EGFR	9606.ENSP00000275493	GO Process	GO:0009792	Embryo development ending in birth or egg hatching
EGFR	9606.ENSP00000275493	GO Process	GO:0009887	Animal organ morphogenesis
EGFR	9606.ENSP00000275493	GO Process	GO:0009888	Tissue development
EGFR	9606.ENSP00000275493	GO Process	GO:0009889	Regulation of biosynthetic process
EGFR	9606.ENSP00000275493	GO Process	GO:0009891	Positive regulation of biosynthetic process
EGFR	9606.ENSP00000275493	GO Process	GO:0009892	Negative regulation of metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0009893	Positive regulation of metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0009894	Regulation of catabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0009895	Negative regulation of catabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0009966	Regulation of signal transduction
EGFR	9606.ENSP00000275493	GO Process	GO:0009967	Positive regulation of signal transduction
EGFR	9606.ENSP00000275493	GO Process	GO:0009968	Negative regulation of signal transduction
EGFR	9606.ENSP00000275493	GO Process	GO:0009987	Cellular process
EGFR	9606.ENSP00000275493	GO Process	GO:0010033	Response to organic substance
EGFR	9606.ENSP00000275493	GO Process	GO:0010035	Response to inorganic substance
EGFR	9606.ENSP00000275493	GO Process	GO:0010038	Response to metal ion
EGFR	9606.ENSP00000275493	GO Process	GO:0010243	Response to organonitrogen compound
EGFR	9606.ENSP00000275493	GO Process	GO:0010468	Regulation of gene expression
EGFR	9606.ENSP00000275493	GO Process	GO:0010517	Regulation of phospholipase activity
EGFR	9606.ENSP00000275493	GO Process	GO:0010518	Positive regulation of phospholipase activity
EGFR	9606.ENSP00000275493	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
EGFR	9606.ENSP00000275493	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
EGFR	9606.ENSP00000275493	GO Process	GO:0010562	Positive regulation of phosphorus metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0010564	Regulation of cell cycle process
EGFR	9606.ENSP00000275493	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0010628	Positive regulation of gene expression
EGFR	9606.ENSP00000275493	GO Process	GO:0010646	Regulation of cell communication
EGFR	9606.ENSP00000275493	GO Process	GO:0010647	Positive regulation of cell communication
EGFR	9606.ENSP00000275493	GO Process	GO:0010648	Negative regulation of cell communication
EGFR	9606.ENSP00000275493	GO Process	GO:0010749	Regulation of nitric oxide mediated signal transduction
EGFR	9606.ENSP00000275493	GO Process	GO:0010750	Positive regulation of nitric oxide mediated signal transduction
EGFR	9606.ENSP00000275493	GO Process	GO:0010863	Positive regulation of phospholipase C activity
EGFR	9606.ENSP00000275493	GO Process	GO:0010941	Regulation of cell death
EGFR	9606.ENSP00000275493	GO Process	GO:0014066	Regulation of phosphatidylinositol 3-kinase signaling
EGFR	9606.ENSP00000275493	GO Process	GO:0014070	Response to organic cyclic compound
EGFR	9606.ENSP00000275493	GO Process	GO:0016032	Viral process
EGFR	9606.ENSP00000275493	GO Process	GO:0016043	Cellular component organization
EGFR	9606.ENSP00000275493	GO Process	GO:0016192	Vesicle-mediated transport
EGFR	9606.ENSP00000275493	GO Process	GO:0016310	Phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0016477	Cell migration
EGFR	9606.ENSP00000275493	GO Process	GO:0018108	Peptidyl-tyrosine phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0018193	Peptidyl-amino acid modification
EGFR	9606.ENSP00000275493	GO Process	GO:0018212	Peptidyl-tyrosine modification
EGFR	9606.ENSP00000275493	GO Process	GO:0019058	Viral life cycle
EGFR	9606.ENSP00000275493	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0019220	Regulation of phosphate metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0019222	Regulation of metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0019538	Protein metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0021537	Telencephalon development
EGFR	9606.ENSP00000275493	GO Process	GO:0021543	Pallium development
EGFR	9606.ENSP00000275493	GO Process	GO:0021795	Cerebral cortex cell migration
EGFR	9606.ENSP00000275493	GO Process	GO:0021885	Forebrain cell migration
EGFR	9606.ENSP00000275493	GO Process	GO:0021987	Cerebral cortex development
EGFR	9606.ENSP00000275493	GO Process	GO:0022029	Telencephalon cell migration
EGFR	9606.ENSP00000275493	GO Process	GO:0022404	Molting cycle process
EGFR	9606.ENSP00000275493	GO Process	GO:0022405	Hair cycle process
EGFR	9606.ENSP00000275493	GO Process	GO:0022414	Reproductive process
EGFR	9606.ENSP00000275493	GO Process	GO:0022607	Cellular component assembly
EGFR	9606.ENSP00000275493	GO Process	GO:0022612	Gland morphogenesis
EGFR	9606.ENSP00000275493	GO Process	GO:0023051	Regulation of signaling
EGFR	9606.ENSP00000275493	GO Process	GO:0023052	Signaling
EGFR	9606.ENSP00000275493	GO Process	GO:0023056	Positive regulation of signaling
EGFR	9606.ENSP00000275493	GO Process	GO:0023057	Negative regulation of signaling
EGFR	9606.ENSP00000275493	GO Process	GO:0030111	Regulation of Wnt signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0030154	Cell differentiation
EGFR	9606.ENSP00000275493	GO Process	GO:0030177	Positive regulation of Wnt signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0030307	Positive regulation of cell growth
EGFR	9606.ENSP00000275493	GO Process	GO:0030334	Regulation of cell migration
EGFR	9606.ENSP00000275493	GO Process	GO:0030335	Positive regulation of cell migration
EGFR	9606.ENSP00000275493	GO Process	GO:0030900	Forebrain development
EGFR	9606.ENSP00000275493	GO Process	GO:0031323	Regulation of cellular metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0031325	Positive regulation of cellular metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0031326	Regulation of cellular biosynthetic process
EGFR	9606.ENSP00000275493	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
EGFR	9606.ENSP00000275493	GO Process	GO:0031399	Regulation of protein modification process
EGFR	9606.ENSP00000275493	GO Process	GO:0031401	Positive regulation of protein modification process
EGFR	9606.ENSP00000275493	GO Process	GO:0032147	Activation of protein kinase activity
EGFR	9606.ENSP00000275493	GO Process	GO:0032355	Response to estradiol
EGFR	9606.ENSP00000275493	GO Process	GO:0032501	Multicellular organismal process
EGFR	9606.ENSP00000275493	GO Process	GO:0032502	Developmental process
EGFR	9606.ENSP00000275493	GO Process	GO:0032768	Regulation of monooxygenase activity
EGFR	9606.ENSP00000275493	GO Process	GO:0032872	Regulation of stress-activated MAPK cascade
EGFR	9606.ENSP00000275493	GO Process	GO:0032879	Regulation of localization
EGFR	9606.ENSP00000275493	GO Process	GO:0032880	Regulation of protein localization
EGFR	9606.ENSP00000275493	GO Process	GO:0033036	Macromolecule localization
EGFR	9606.ENSP00000275493	GO Process	GO:0033135	Regulation of peptidyl-serine phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0033138	Positive regulation of peptidyl-serine phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0033554	Cellular response to stress
EGFR	9606.ENSP00000275493	GO Process	GO:0033674	Positive regulation of kinase activity
EGFR	9606.ENSP00000275493	GO Process	GO:0033993	Response to lipid
EGFR	9606.ENSP00000275493	GO Process	GO:0034599	Cellular response to oxidative stress
EGFR	9606.ENSP00000275493	GO Process	GO:0034614	Cellular response to reactive oxygen species
EGFR	9606.ENSP00000275493	GO Process	GO:0035239	Tube morphogenesis
EGFR	9606.ENSP00000275493	GO Process	GO:0035272	Exocrine system development
EGFR	9606.ENSP00000275493	GO Process	GO:0035295	Tube development
EGFR	9606.ENSP00000275493	GO Process	GO:0035556	Intracellular signal transduction
EGFR	9606.ENSP00000275493	GO Process	GO:0036211	Protein modification process
EGFR	9606.ENSP00000275493	GO Process	GO:0038083	Peptidyl-tyrosine autophosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0038127	ERBB signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0038128	ERBB2 signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0038134	ERBB2-EGFR signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0040008	Regulation of growth
EGFR	9606.ENSP00000275493	GO Process	GO:0040012	Regulation of locomotion
EGFR	9606.ENSP00000275493	GO Process	GO:0040017	Positive regulation of locomotion
EGFR	9606.ENSP00000275493	GO Process	GO:0042058	Regulation of epidermal growth factor receptor signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0042059	Negative regulation of epidermal growth factor receptor signaling pathway
EGFR	9606.ENSP00000275493	GO Process	GO:0042127	Regulation of cell population proliferation
EGFR	9606.ENSP00000275493	GO Process	GO:0042176	Regulation of protein catabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0042177	Negative regulation of protein catabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0042221	Response to chemical
EGFR	9606.ENSP00000275493	GO Process	GO:0042303	Molting cycle
EGFR	9606.ENSP00000275493	GO Process	GO:0042325	Regulation of phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0042327	Positive regulation of phosphorylation
EGFR	9606.ENSP00000275493	GO Process	GO:0042633	Hair cycle
EGFR	9606.ENSP00000275493	GO Process	GO:0042981	Regulation of apoptotic process
EGFR	9606.ENSP00000275493	GO Process	GO:0043009	Chordate embryonic development
EGFR	9606.ENSP00000275493	GO Process	GO:0043010	Camera-type eye development
EGFR	9606.ENSP00000275493	GO Process	GO:0043066	Negative regulation of apoptotic process
EGFR	9606.ENSP00000275493	GO Process	GO:0043067	Regulation of programmed cell death
EGFR	9606.ENSP00000275493	GO Process	GO:0043069	Negative regulation of programmed cell death
EGFR	9606.ENSP00000275493	GO Process	GO:0043085	Positive regulation of catalytic activity
EGFR	9606.ENSP00000275493	GO Process	GO:0043170	Macromolecule metabolic process
EGFR	9606.ENSP00000275493	GO Process	GO:0043200	Response to amino acid
